Country,Year,Status,Life_expectancy,Adult_mortality,Infant_mortality,Alcohol_consumption,Health_expenditure,HepB_immunization,Measles_cases,BMI,Under_5_deaths,Polio_immunization,Total_health_expenditure,Diphtheria_immunization,HIV_AIDS_deaths,GDP_per_capita,Population,Thinness_1_19_years,Thinness_5_9_years,Human_development_index,Schooling_years
Bosnia and Herzegovina,2004,Developing,75.5,99,0,4.25,3.479918859,36,28,49.9,0,87,9.4,84,0.1,265.642661,3781287,3,3,0,12.3
Bosnia and Herzegovina,2003,Developing,75.2,12,0,4.14,39.86518043,,18,49.4,0,87,7.94,87,0.1,2214.732246,3779247,3,3,0,12.1
Bosnia and Herzegovina,2001,Developing,74.9,113,0,3.85,143.2947487,,0,48.2,0,92,7.16,91,0.1,1524.41222,3771284,3.2,3.2,0,11.6
Botswana,2014,Developing,65.1,268,2,0.01,662.802194,95,1,37.3,2,96,5.41,95,2.3,7497.762376,2168573,6.7,6.4,0.697,12.6
Botswana,2009,Developing,59.2,393,2,5.01,426.7855662,94,184,34.7,3,96,6.39,96,9,5185.729845,1979882,8.4,8.2,0.661,12.2
Botswana,2008,Developing,57.5,427,2,6.56,476.8625872,94,0,34.2,3,96,5.55,96,12.7,5623.379566,1946351,8.8,8.6,0.646,12.1
Botswana,2007,Developing,56.9,436,2,6.21,512.5887995,93,1,33.7,3,96,4.71,96,13.4,5714.47937,1914414,9.2,9,0.63,12.1
Botswana,2006,Developing,54.8,491,2,6.45,76.31867911,93,6,33.2,3,96,4.93,96,14.4,5374.554867,1884238,9.6,9.4,0.61,11.9
Botswana,2005,Developing,51.7,566,2,6.37,629.8425643,92,5,32.7,3,96,5.62,96,20.6,5351.253732,1855852,1,9.9,0.593,11.9
Botswana,2002,Developing,46,699,2,6.41,6.3300072,88,7,31.1,4,97,6.47,97,34.6,355.618382,1779953,11.4,11.3,0.558,11.9
Botswana,2001,Developing,46.7,679,2,5.48,306.9527349,87,1,3.5,4,97,5.73,97,37.2,3128.97793,1754935,11.8,11.8,0.56,11.8
Brazil,2011,Developing,74.1,152,51,7.58,1084.999766,98,43,52.8,57,98,8.9,99,0.1,13167.47289,198686688,2.9,2.8,0.724,14
Brazil,2010,Developing,73.8,154,54,7.52,1111.191325,96,68,52,61,99,8.27,99,0.1,11224.1548,196796269,2.9,2.9,0.716,13.8
Brazil,2009,Developing,73.6,157,57,7.33,564.5233902,99,0,51.1,64,99,8.65,99,0.1,8553.3847,194895996,3,2.9,0.714,13.8
Brazil,2005,Developing,72.7,163,75,6.97,23.76370075,98,6,47.8,85,99,8.27,99,0.1,477.182746,186917361,3.2,3.1,0.694,13.8
Brazil,2004,Developing,72,17,81,6.85,186.6090485,96,0,46.9,93,99,7.7,99,0.1,3623.47667,184738458,3.2,3.2,0.695,14
Brazil,2003,Developing,71.8,172,88,6.95,15.85781237,97,2,46.1,100,99,6.94,99,0.1,359.587582,182482149,3.3,3.3,0.699,14.8
Brazil,2000,Developing,75,183,111,7.26,179.4777293,94,36,43.7,127,99,7.3,98,0.1,3739.11936,175287587,3.4,3.4,0.677,14.1
Brunei Darussalam,2015,Developing,77.7,78,0,,0,99,4,41.2,0,99,,99,0.1,3967.8951,400000,5.7,5.1,0.864,14.9
Brunei Darussalam,2014,Developing,77.6,8,0,0.01,269.1432784,99,1,4.2,0,99,2.65,99,0.1,4159.8652,400000,5.7,5.2,0.863,15
Brunei Darussalam,2013,Developing,77.1,84,0,0.01,2845.306444,98,0,39.2,0,99,2.61,99,0.1,44597.27968,400000,5.8,5.2,0.86,14.9
Brunei Darussalam,2012,Developing,78.3,79,0,0.01,3192.634413,99,1,38.2,0,99,2.3,99,0.1,47651.2599,400000,5.8,5.3,0.852,14.4
Brunei Darussalam,2011,Developing,77.4,79,0,0.97,295.7730171,93,4,37.2,0,99,2.25,97,0.1,4717.273,400000,5.9,5.4,0.846,14.1
Brunei Darussalam,2010,Developing,76.9,79,0,0.88,2218.364226,96,0,36.2,0,99,2.73,95,0.1,35268.1117,400000,5.9,5.4,0.845,14.2
Brunei Darussalam,2009,Developing,76.8,88,0,0.25,1873.686852,96,2,35.2,0,99,2.85,99,0.1,27965.4754,400000,6,5.5,0.841,14.1
Brunei Darussalam,2008,Developing,77.2,84,0,0.67,2538.941033,96,3,34.2,0,97,2.23,98,0.1,37951.286,400000,6.1,5.6,0.84,14.2
Brunei Darussalam,2007,Developing,76,1,0,0.85,2048.557422,97,0,33.2,0,95,2.32,99,0.1,32672.36717,400000,6.2,5.7,0.84,14.3
Brunei Darussalam,2006,Developing,76.3,93,0,0.67,24.97532919,99,0,32.2,0,94,2.24,97,0.1,398.96692,400000,6.3,5.8,0.837,14.3
Brunei Darussalam,2005,Developing,76.2,92,0,0.16,179.7147814,99,9,31.2,0,93,2.62,94,0.1,2612.13345,400000,6.4,5.9,0.834,14.1
Brunei Darussalam,2004,Developing,76.4,89,0,0.11,1504.30004,99,16,3.1,0,92,3.1,92,0.1,21896.6527,400000,6.5,6,0.828,13.7
Brunei Darussalam,2003,Developing,76,89,0,0.12,1406.51194,99,24,29.1,0,99,3.9,92,0.1,18555.56649,400000,6.6,6.1,0.823,13.4
Brunei Darussalam,2002,Developing,74.8,95,0,0.13,941.7036868,99,0,28,0,99,3.4,94,0.1,16846.2198,400000,6.7,6.1,0.82,13.3
Brunei Darussalam,2001,Developing,74.7,19,0,0.47,1078.66244,99,11,27,0,99,3.6,97,0.1,16468.12886,400000,6.8,6.2,0.819,13.4
Brunei Darussalam,2000,Developing,74.4,16,0,0.37,11.79686108,99,42,26.1,0,99,3.5,99,0.1,188.44826,400000,6.8,6.3,0.818,13.4
Bulgaria,2015,Developed,74.5,137,0,,0,92,0,65.7,1,91,,91,0.1,6993.47736,7177991,1.9,1.8,0.792,15
Bulgaria,2014,Developed,74.3,138,1,12.03,153.1400362,95,0,65.1,1,88,8.44,88,0.1,7853.335191,7223938,1.9,1.9,0.787,14.8
Bulgaria,2013,Developed,74.1,14,1,12.06,149.659879,95,14,64.5,1,95,7.93,95,0.1,7674.86559,7265115,1.9,1.9,0.781,14.4
Bulgaria,2011,Developed,73.7,144,1,10.67,875.1495189,96,157,63.3,1,95,6.88,95,0.1,7813.83499,7348328,2,2,0.775,14.2
Bulgaria,2010,Developed,73.4,147,1,10.8,766.4454884,95,22004,62.7,1,94,7.24,94,0.1,6843.263289,7395599,2,2,0.77,13.9
Bulgaria,2009,Developed,73.2,152,1,10.93,661.5144334,96,2249,62.1,1,94,6.78,94,0.1,6955.987733,7444443,2,2.1,0.768,13.8
Bulgaria,2008,Developed,72.9,155,1,10.98,107.9826127,96,1,61.5,1,96,6.61,95,0.1,7296.122479,7492561,2.1,2.1,0.761,13.8
Bulgaria,2007,Developed,72.6,157,1,10.89,591.5100978,95,1,6.9,1,95,6.41,95,0.1,5932.899677,7545338,2.1,2.2,0.755,13.5
Bulgaria,2005,Developed,72.1,16,1,10.48,456.3404657,96,3,59.7,1,97,7.8,96,0.1,3893.68998,7658972,2.2,2.3,0.745,13.5
Bulgaria,2003,Developed,72,155,1,11.19,32.38616103,96,0,58.6,1,96,7.43,96,0.1,271.46824,7775327,2.3,2.4,0.729,12.9
Bulgaria,2002,Developed,71.8,157,1,10.2,33.26778134,88,0,58.1,1,94,7.41,93,0.1,287.534843,7837161,2.4,2.4,0.723,12.9
Bulgaria,2000,Developed,71.1,163,1,9.69,15.2357274,94,46,57,1,94,6.7,93,0.1,169.28586,817172,2.5,2.5,0.709,12.9
Burkina Faso,2014,Developing,59.3,268,39,0.01,8.386339501,91,343,18.8,63,91,4.96,91,0.6,75.1464113,17585977,8.2,7.7,0.398,7.7
Burkina Faso,2012,Developing,58.6,271,41,4.75,78.76987363,9,7362,17.7,68,9,5.33,9,0.8,673.8227,16571216,8.6,8.1,0.384,7.2
Burkina Faso,2008,Developing,56.1,288,45,4.5,107.7988339,93,395,15.6,80,92,6.77,93,1.5,569.7612784,14689726,9.5,9.1,0.345,5.4
Burkina Faso,2006,Developing,54.3,32,47,4.73,64.24025208,76,125,14.6,86,94,6.58,86,2,422.6332374,13829177,1,9.6,0.325,4.7
Burkina Faso,2003,Developing,51.6,332,49,4.58,41.60951275,,2946,13.3,92,83,5.61,79,2.9,332.344351,12654621,1.7,1.3,0,3.8
Burkina Faso,2001,Developing,56,344,48,4.56,23.1016899,,4174,12.5,93,62,4.85,62,3.6,235.4912324,11944587,11.2,1.8,0,3.5
Burundi,2008,Developing,55.3,35,23,4.33,15.99415192,92,173,15.2,35,89,7.86,92,2.9,196.2472628,8212264,7.9,7.9,0.319,7.9
Burundi,2007,Developing,54.8,355,24,4.54,1.72659515,99,43,14.8,36,93,1.3,99,3.4,17.79995,7939573,8,8,0.309,7.2
Burundi,2006,Developing,54.1,361,24,4.5,21.24915339,92,784,14.5,36,88,11.49,92,3.8,165.8794176,7675338,8.1,8.2,0.29,5.9
Burundi,2005,Developing,53.4,369,24,5.54,1.747440948,87,0,14.1,37,82,9.84,87,4.3,15.57434,7423289,8.2,8.3,0.286,5.6
Burundi,2004,Developing,52.6,378,24,5.72,11.22655347,83,2,13.8,38,76,7.1,83,4.8,127.4296648,7182451,8.4,8.4,0.279,5.2
Burundi,2003,Developing,51.9,387,24,5.84,6.545263634,,224,13.5,38,75,5.25,82,5.1,112.849373,6953113,8.5,8.5,0.276,4.7
Burundi,2002,Developing,51.5,387,24,5.98,9.660010196,,1016,13.3,39,74,5.15,81,5.2,122.4335893,6741569,8.7,8.7,0.268,4.4
Burundi,2001,Developing,51.3,385,25,6.09,10.61917585,,0,13,40,72,4.96,81,5.3,133.7427689,6555829,8.8,8.8,0.268,4.5
Côte d'Ivoire,2015,Developing,53.3,397,57,,0,83,65,28,79,81,,83,1.9,1900,23000000,5.5,5.5,0.5,
Côte d'Ivoire,2014,Developing,52.8,47,58,0.01,0,76,50,27.4,80,76,5.72,76,2,1900,23000000,5.6,5.6,0.5,
Côte d'Ivoire,2013,Developing,52.3,412,59,3.15,0,8,48,26.8,81,79,5.81,8,2.4,1900,23000000,5.8,5.7,0.5,
Côte d'Ivoire,2012,Developing,52,415,59,3.24,0,82,137,26.2,82,83,6.14,82,2.9,1900,23000000,5.9,5.9,0.5,
Côte d'Ivoire,2011,Developing,51.7,419,60,3.13,0,62,628,25.6,83,58,6.42,62,3.3,1900,23000000,6.1,6,0.5,
Côte d'Ivoire,2010,Developing,51.5,417,60,3.15,0,85,441,25,84,81,6.32,85,3.3,1900,23000000,6.3,6.2,0.5,
Côte d'Ivoire,2009,Developing,51,426,60,2.92,0,81,183,24.4,84,77,6.41,81,3.7,1900,23000000,6.5,6.4,0.5,
Côte d'Ivoire,2008,Developing,54,437,60,2.69,0,74,12,23.8,85,58,6.21,74,4.1,1900,23000000,6.6,6.6,0.5,
Côte d'Ivoire,2007,Developing,49.9,443,61,2.58,0,76,5,23.2,87,75,6.35,76,5.3,1900,23000000,6.8,6.7,0.5,
Côte d'Ivoire,2006,Developing,49.4,452,62,2.65,0,77,11,22.6,89,76,5.87,77,5.8,1900,23000000,7,6.9,0.5,
Côte d'Ivoire,2005,Developing,48.7,466,63,3.11,0,76,115,22.1,90,87,5.39,76,6.1,1900,23000000,7.2,7.1,0.5,
Côte d'Ivoire,2004,Developing,48.2,472,64,3.08,0,67,3466,21.5,91,76,5.24,67,6.5,1900,23000000,7.3,7.3,0.5,
Côte d'Ivoire,2003,Developing,48,473,64,3.12,0,63,4770,2.9,92,68,4.65,61,6.7,1900,23000000,7.5,7.5,0.5,
Côte d'Ivoire,2002,Developing,47.7,473,65,3.13,0,48,5882,2.4,93,7,4.47,64,6.9,1900,23000000,7.7,7.7,0.5,
Côte d'Ivoire,2001,Developing,47.8,467,65,3.15,0,1,5790,19.9,94,7,4.85,66,7,1900,23000000,7.9,7.9,0.5,
Côte d'Ivoire,2000,Developing,47.9,461,67,3.45,0,,5729,19.4,95,66,6,65,7.1,1900,23000000,8.1,8.1,0.5,
Cabo Verde,2015,Developing,73.3,114,0,,0,96,0,31.3,0,93,,93,0.2,2954.119467,532913,6.6,6.6,0.646,13.5
Cabo Verde,2014,Developing,73,117,0,0.01,414.0242418,97,0,3.5,0,95,4.76,95,0.2,3529.61843,526437,6.8,6.7,0.643,13.5
Cabo Verde,2012,Developing,72.7,121,0,0.01,33.55888998,94,0,29,0,94,4.61,94,0.3,348.482762,513979,7.1,7.1,0.636,13.2
Cabo Verde,2009,Developing,72.4,124,0,4.45,339.9777364,98,0,26.8,0,99,4.24,99,0.4,3444.5566,496963,7.6,7.6,0.621,12.4
Cabo Verde,2008,Developing,72.4,124,0,4.16,360.6208825,98,0,26.2,0,99,3.96,99,0.4,3638.95946,491723,7.8,7.8,0.615,12.2
Cabo Verde,2007,Developing,72.3,126,0,5.28,345.463714,96,0,25.5,0,98,4.3,98,0.6,3112.285712,486438,8.1,8,0.602,11.9
Cabo Verde,2005,Developing,71.8,134,0,4.26,3.349816965,93,0,24.3,0,95,4.86,95,0.8,248.13459,474567,8.5,8.5,0.582,11.2
Cabo Verde,2004,Developing,71.4,14,0,4.19,240.139715,91,0,23.7,0,94,5.6,93,0.8,1976.45856,467664,8.7,8.7,0.574,11.1
Cabo Verde,2001,Developing,73,152,0,3.81,150.7434862,,0,22.1,0,91,5.19,9,0.8,1268.884564,443716,9.4,9.3,0.562,11
Cambodia,2015,Developing,68.7,174,10,,0,89,0,19.6,12,87,,89,0.2,1163.18977,15517635,1.9,1.9,0.558,10.9
Cambodia,2012,Developing,67.4,186,12,0.01,6.914723983,86,15,17.6,14,84,6.24,86,0.3,95.244132,14776866,11,11.2,0.54,10.7
Cambodia,2011,Developing,67,19,13,2.12,60.18591771,88,722,17,15,87,5.64,88,0.3,882.491462,14537886,11,11.2,0.533,10.7
Cambodia,2007,Developing,65,24,16,2.08,57.73516711,82,394,14.8,20,82,3.75,82,0.9,631.675789,13676693,11.3,11.5,0.495,10.3
Cambodia,2006,Developing,64.1,216,17,2.03,51.50447119,8,188,14.3,21,8,4.48,8,1.1,539.8791529,13474489,11.4,11.6,0.483,10.1
Cambodia,2003,Developing,63,268,21,1.44,55.59543946,,653,13.1,26,69,6.74,69,1.9,362.4213785,12853124,11.6,11.7,0.445,9.3
Cambodia,2002,Developing,59.3,273,23,1.43,30.91060554,,1361,12.8,29,54,5.95,54,2.1,339.676984,12634729,11.6,11.8,0.427,8.2
Cambodia,2000,Developing,57.7,274,27,1.51,0.328418056,,12237,12.1,36,62,5.87,59,2.1,3.685949,12152354,11.6,11.9,0.401,7.2
Cameroon,2015,Developing,57.3,357,45,,0,84,1809,29,68,83,,84,3.5,1244.429421,22834522,5.6,5.5,0.514,10.4
Cameroon,2013,Developing,56.4,364,48,0.01,63.07890158,89,760,27.8,73,88,4.29,89,4,1365.34419,21655715,5.8,5.8,0.501,10.4
Cameroon,2009,Developing,54.8,373,54,5.89,9.042540892,8,251,25.4,85,79,5.7,8,6.3,123.19538,19432541,6.3,6.3,0.473,9.2
Cameroon,2007,Developing,53.6,395,57,5.44,7.562892922,82,100,24.4,89,81,4.76,82,7,111.71186,18395389,6.6,6.6,0.456,8
Cameroon,2006,Developing,53.3,394,58,5.22,0.962497052,81,196,23.8,91,78,4.69,81,7.2,12.989164,17899562,6.7,6.8,0.456,8.2
Cameroon,2003,Developing,51.8,412,60,4.64,67.63925302,,899,22.3,95,72,4.97,73,7.7,824.8689393,16513822,7.2,7.3,0.452,8.1
Cameroon,2001,Developing,51.5,41,61,4.43,41.73629221,,23934,21.3,99,61,4.7,63,7.9,614.6729339,15671927,7.5,7.7,0.437,7.1
Cameroon,2000,Developing,51.4,394,62,3.91,4.720593531,,14629,2.9,100,57,4.48,62,7.7,68.414399,15274234,7.7,7.8,0.433,6.9
Canada,2014,Developing,82,65,2,8.1,102.1902168,55,418,66.4,2,91,1.45,91,0.1,544.43376,35544564,0.5,0.5,0.912,15.9
Canada,2013,Developing,81.8,67,2,8.2,9733.228019,55,83,65.8,2,91,1.67,91,0.1,52413.72116,35155451,0.5,0.5,0.909,15.9
Canada,2009,Developing,81,72,2,8.4,864.94993,42,14,63.6,2,89,11.17,91,0.1,4773.45436,33628571,0.5,0.4,0.898,15.9
Canada,2008,Developing,87,74,2,8.3,8433.936814,28,62,63,2,89,1.3,92,0.1,46596.33599,33245773,0.5,0.4,0.897,15.8
Canada,2007,Developing,85,74,2,8.3,7946.743581,14,101,62.5,2,9,9.83,94,0.1,44544.5268,32887928,0.5,0.4,0.894,15.8
Central African Republic,2014,Developing,58,437,15,0.01,53.43964323,47,210,22.1,22,47,4.2,47,4.5,377.132274,4515392,8.4,8.3,0.345,7.1
Central African Republic,2013,Developing,49.9,451,16,0.01,52.37766601,23,596,21.6,23,23,3.82,23,5.1,337.4849614,4499653,8.5,8.5,0.37,7.1
Central African Republic,2011,Developing,49.8,443,16,1.66,58.52947463,47,679,2.7,24,47,3.73,47,5.8,494.336779,4476153,8.8,8.8,0.361,6.8
Central African Republic,2010,Developing,49.2,446,17,1.67,43.48359197,45,2,2.2,24,46,3.9,45,6.6,446.4434494,4448525,9,8.9,0.352,6.6
Central African Republic,2008,Developing,47.6,477,17,1.52,67.34137528,,12,19.4,25,46,4.3,45,8.3,456.8614334,4345386,9.3,9.2,0.338,6.3
Central African Republic,2003,Developing,45.7,51,17,1.49,46.11619441,,652,17.5,26,44,4.31,47,12.8,286.25819,3981665,1,1.1,0.316,5.6
Central African Republic,2000,Developing,46,49,16,1.51,30.78382657,,3207,16.5,25,38,4.24,37,14.3,243.5429317,3754986,1.5,1.5,0.312,5.2
Chad,2014,Developing,52.6,362,46,0.01,11.3020668,37,1275,18.7,78,44,3.62,37,2.9,125.998515,13569438,8.7,8.5,0.39,7.3
Chad,2013,Developing,52.2,366,46,0.64,76.52382535,39,226,18.2,78,46,3.42,39,3.1,986.13177,13133589,8.8,8.7,0.387,7.3
Chad,2011,Developing,51.6,365,46,0.56,67.76269089,33,8650,17.5,79,4,3.17,33,3.9,989.2363633,12288651,9.2,9.1,0.37,6.7
Chad,2008,Developing,49.6,394,46,0.45,49.09198224,17,63,16.4,80,3,2.92,19,4.7,929.772391,11133861,9.8,9.7,0.338,6
Chile,2015,Developing,85,82,2,,0,97,9,63.8,2,96,,96,0.1,13653.2264,17762681,0.8,0.8,0.845,16.3
Chile,2014,Developing,83,83,2,7.16,2352.999591,95,0,63.1,2,95,7.79,95,0.1,14817.37778,17613798,0.8,0.8,0.841,16.2
Chile,2013,Developing,81,84,2,7.2,2442.222054,9,0,62.5,2,9,7.53,91,0.1,15941.39722,17462982,0.8,0.8,0.831,15.6
Chile,2011,Developing,79.8,86,2,7.26,211.614293,94,6,61.2,2,93,7,94,0.1,1475.69242,17153357,0.8,0.8,0.82,15.4
Chile,2010,Developing,79.1,89,2,7.93,177.4925143,92,0,6.6,2,92,6.97,92,0.1,1286.17764,16993354,0.8,0.9,0.815,15.2
Chile,2009,Developing,79.3,91,2,7.67,181.525923,94,1,59.9,2,94,7.39,94,0.1,1243.32824,16829442,0.8,0.9,0.816,15.3
Chile,2008,Developing,79.6,88,2,7.31,241.5533381,95,0,59.3,2,95,6.87,95,0.1,1781.3668,16661942,0.9,0.9,0.804,15.2
Chile,2007,Developing,78.9,9,2,7.39,209.4875875,92,0,58.7,2,95,6.35,96,0.1,1526.87746,16491687,0.9,0.9,0.797,14.8
Chile,2006,Developing,78.9,91,2,7.33,1275.689625,95,0,58.1,2,94,6.18,94,0.1,9484.681227,16319792,0.9,0.9,0.796,14.9
Chile,2004,Developing,78,97,2,6.32,78.78564878,,0,56.8,2,94,6.93,93,0.1,621.828325,15973778,0.9,1,0.781,14.3
Chile,2003,Developing,77.9,1,2,6.37,584.0993429,,1,56.1,2,96,7.34,96,0.1,4787.699532,15799542,1,1,0.775,14
Chile,2002,Developing,77.8,11,2,6.06,675.7808443,,0,55.4,3,97,6.48,97,0.1,4463.545867,15623635,1,1,0.768,13.9
Chile,2001,Developing,77.3,16,2,6.1,687.5116825,,0,54.7,3,96,6.51,97,0.1,4595.666327,15444969,1,1,0.761,13.7
Chile,2000,Developing,77.3,13,2,6.24,74.14842946,,0,54,3,91,6.4,91,0.1,511.368479,15262754,1.1,1.1,0.755,13.5
China,2015,Developing,76.1,85,157,,0,99,42361,32.9,183,99,,99,0.1,869.211938,1200000000,3.6,2.9,0.734,13.5
China,2014,Developing,75.8,86,171,5.78,109.8743903,99,52628,31.9,198,99,5.55,99,0.1,7683.5238,1200000000,3.7,3,0.723,13.1
China,2013,Developing,75.6,88,185,5.79,9.955532032,99,26883,3.9,216,99,5.39,99,0.1,777.77594,1200000000,3.8,3.2,0.713,12.7
China,2012,Developing,75.4,89,201,5.74,94.4344566,99,6183,3,233,99,5.26,99,0.1,6337.882993,1200000000,3.9,3.3,0.703,12.4
China,2011,Developing,75.2,91,215,5.63,91.26749779,99,9943,29,251,99,5.3,99,0.1,5633.79616,1200000000,4.1,3.5,0.7,12.8
China,2010,Developing,75,92,231,5.75,5.660754839,99,38159,28.1,268,99,4.89,99,0.1,456.512487,1200000000,4.2,3.6,0.691,12.5
China,2009,Developing,74.9,93,248,4.88,50.28348923,99,52461,27.3,288,99,5.8,99,0.1,3838.434292,1200000000,4.4,3.8,0.682,12.2
China,2008,Developing,74.5,97,266,4.27,39.22509728,95,131441,26.5,308,99,4.59,97,0.1,3471.247547,1200000000,4.5,4,0.672,11.9
China,2007,Developing,74.4,96,285,3.88,312.6624819,92,109023,25.7,332,94,4.32,93,0.1,2695.366223,1200000000,4.7,4.1,0.659,11.4
China,2006,Developing,74.2,98,307,3.28,29.74342979,91,99602,24.9,360,94,4.52,93,0.1,299.229676,1200000000,4.8,4.3,0.646,11
China,2005,Developing,73.9,99,332,2.92,171.6596026,84,124219,24.1,392,87,4.66,87,0.1,1753.4178,1200000000,5,4.4,0.634,10.6
China,2004,Developing,73.5,11,360,3.04,1.58668462,79,70549,23.4,427,87,4.72,87,0.1,158.668462,1200000000,5.1,4.6,0.622,10.2
China,2003,Developing,73.1,13,391,2.96,122.9365349,75,71879,22.6,467,87,4.82,86,0.1,1288.642924,1200000000,5.3,4.7,0.61,9.9
China,2002,Developing,72.7,16,422,2.91,106.3590358,7,58341,21.9,511,86,4.79,86,0.1,1148.5857,1200000000,5.5,4.9,0.6,9.7
China,2001,Developing,72.2,11,457,2.84,14.23064496,65,88962,21.2,558,86,4.56,86,0.1,153.1824,1200000000,5.7,5,0.592,9.6
China,2000,Developing,71.7,115,490,3.06,17.46057369,6,71093,2.5,608,86,4.6,85,0.1,959.372181,1200000000,5.9,5.1,0.583,9.5
Colombia,2015,Developing,74.8,143,10,,0,91,1,57.9,12,91,,91,0.1,644.525556,48228697,2.1,1.9,0.724,13.6
Colombia,2014,Developing,74.6,144,11,4.38,1435.487755,9,0,57.2,12,9,7.2,9,0.1,7913.383432,47791911,2.1,1.9,0.72,13.6
Colombia,2013,Developing,74.4,145,11,4.41,15.16255482,91,1,56.4,13,91,6.84,91,0.1,83.5863,47342981,2.1,1.9,0.712,13.3
Colombia,2012,Developing,74.3,143,11,4.44,1487.896562,92,1,55.7,13,91,6.93,91,0.1,7884.984429,46881475,2.1,1.9,0.707,13.2
Colombia,2009,Developing,73.6,15,13,4.34,941.6464045,92,0,53.5,15,92,7.1,92,0.1,5148.422113,45416181,2.2,2,0.691,12.4
Colombia,2007,Developing,73.5,144,14,4.66,780.5946749,93,0,52,17,93,6.25,93,0.1,4674.21961,44374572,2.3,2.1,0.675,11.9
Colombia,2006,Developing,73.1,147,15,4.53,62.43710774,93,0,51.3,17,94,6.11,93,0.1,379.78776,43835722,2.3,2.1,0.669,11.5
Colombia,2005,Developing,73.1,144,15,4.38,531.9808176,93,0,5.5,18,93,5.82,93,0.1,3386.256,43285634,2.4,2.1,0.658,11.1
Colombia,2004,Developing,72.8,148,16,4.26,42.17956418,89,0,49.8,19,89,5.37,89,0.1,274.249442,42724163,2.4,2.2,0.658,11.3
Colombia,2003,Developing,72.4,15,16,4.25,417.8038898,92,0,49,19,92,5.92,92,0.1,2246.257472,42152151,2.5,2.2,0.659,11.6
Colombia,2002,Developing,71.8,163,17,4.45,393.8773633,78,139,48.2,20,83,5.67,81,0.1,2355.725857,41572491,2.5,2.3,0.656,11.5
Comoros,2015,Developing,63.5,227,1,,0,91,0,24.2,2,92,,91,0.8,727.6463868,777424,6.7,6.5,0.498,11.1
Comoros,2014,Developing,63.2,23,1,0.01,73.86584922,88,0,23.7,2,87,6.75,87,0.8,852.954379,759385,6.8,6.6,0.497,11.1
Comoros,2012,Developing,62.5,237,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,723868,6.9,6.7,0.484,10.8
Comoros,2010,Developing,61.8,246,2,0.15,47.30421873,74,0,21.6,2,82,5.82,74,0.1,769.1742883,689692,7.1,6.9,0.476,10.5
Comoros,2009,Developing,61.3,251,2,0.17,56.98952474,83,1,21.1,2,84,3.82,83,0.1,778.5454199,673252,7.2,7,0.465,10.3
Comoros,2008,Developing,61,255,2,0.12,93.36788979,81,0,2.6,2,81,5.13,81,0.1,795.97519,657229,7.2,7.1,0.461,10.2
Comoros,2006,Developing,63,262,2,0.25,77.0283958,69,85,19.6,2,69,4.57,69,0.1,648.38717,626425,7.4,7.3,0.451,9.9
Comoros,2005,Developing,60,266,2,0.24,69.9675435,68,912,19.2,2,67,4.32,68,0.1,621.93372,611627,7.5,7.4,0.434,9.7
Comoros,2004,Developing,59.8,269,2,0.27,7.212110766,77,0,18.8,2,73,3.96,76,0.1,616.4197236,597228,7.5,7.5,0,9.5
Comoros,2003,Developing,59.6,271,2,0.26,45.09010835,28,0,18.4,2,8,3.65,8,0.1,544.566526,583211,7.6,7.6,0,9.2
Comoros,2002,Developing,59.5,271,2,0.08,29.41897495,,0,18,2,98,3.39,89,0.1,433.2691451,569479,7.7,7.7,0,8.8
Comoros,2001,Developing,59.5,272,1,0.08,19.71741043,,0,17.6,2,7,2.86,7,0.1,395.9319363,555888,7.8,7.8,0,8.5
Comoros,2000,Developing,59.5,272,1,0.09,35.02948624,,0,17.3,2,7,3.56,7,0.1,375.8528566,542357,7.9,7.9,0,8.2
Congo,2015,Developing,64.7,267,7,,0,8,1359,27.4,10,8,,8,2.8,480,78000000,7.5,7.1,0.59,11.1
Congo,2014,Developing,64.2,275,7,0.01,0,9,71,26.8,10,9,5.15,9,3,480,78000000,7.6,7.3,0.581,11.1
Congo,2013,Developing,63.9,274,7,0.01,0,85,124,26.2,10,85,5.9,85,3,480,78000000,7.7,7.4,0.576,11.1
Congo,2012,Developing,63.7,273,7,0.01,0,62,260,25.6,10,61,3.98,85,3.3,480,78000000,7.9,7.5,0.557,10.2
Congo,2011,Developing,62.9,285,7,3.82,0,7,315,25,10,69,2.79,82,3.5,480,78000000,8,7.6,0.558,10.7
Congo,2010,Developing,62,298,7,3.53,0,74,4,24.5,10,72,2.29,74,3.8,480,78000000,8.1,7.7,0.548,10.5
Congo,2009,Developing,68,314,7,3.47,0,75,1,23.9,11,76,2.27,78,4,480,78000000,8.3,7.9,0.545,10.3
Congo,2008,Developing,59.4,338,8,2.58,0,73,2,23.3,11,77,2.9,79,4.3,480,78000000,8.4,8,0.527,10
Congo,2007,Developing,58.2,354,8,2.75,0,64,84,22.8,11,71,2.54,72,5,480,78000000,8.5,8.2,0.517,9.8
Congo,2006,Developing,56.9,368,8,2.25,0,,126,22.3,12,73,2.37,73,5.5,480,78000000,8.7,8.3,0.507,9.6
Congo,2005,Developing,55.3,394,8,2.03,0,,146,21.7,13,62,2.42,62,5.9,480,78000000,8.8,8.5,0.496,9.4
